潞西路,畅通,37,4.096098404766481,116.630735-39.803268|116.630301-39.803268
潞西路,畅通,45,4.981741303094369,116.630301-39.803268|116.62977-39.803262
潞西路,畅通,340,37.63982317893523,116.62977-39.803262|116.625789-39.803246
潞西路,畅通,160,17.712857966557756,116.625789-39.803246|116.623917-39.80323
潞西路,畅通,121,13.395348837209303,116.623917-39.80323|116.622501-39.803225
潞西路,畅通,97,10.738420142225639,116.622501-39.803225|116.621358-39.803203
潞西路,畅通,394,43.61791274264847,116.621358-39.803203|116.61675-39.803193
潞西路,畅通,343,37.97193926580819,116.61675-39.803193|116.614503-39.803176|116.613247-39.80315|116.612748-39.803155
潞西路,畅通,149,16.49509898135691,116.612748-39.803155|116.611005-39.80315
潞西路,畅通,44,4.871035940803383,116.611005-39.80315|116.610479-39.803144
潞西路,畅通,272,30.111858543148184,116.610479-39.803144|116.608886-39.803134|116.607298-39.803128
潞西路,畅通,200,22.141072458197193,116.607298-39.803128|116.606316-39.803118|116.605035-39.803112|116.604949-39.803107
潞西路,畅通,68,7.527964635787046,116.604949-39.803107|116.604144-39.803101
潞西路,畅通,44,4.871035940803383,116.604144-39.803101|116.603629-39.803101
潞西路,畅通,258,28.56198347107438,116.603629-39.803101|116.6007-39.80308|116.600603-39.80308
潞西路,畅通,132,14.613107822410148,116.600603-39.80308|116.599053-39.803064
潞西路,畅通,113,12.509705938881416,116.599053-39.803064|116.597733-39.803058
潞西路,畅通,46,5.092446665385355,116.597733-39.803058|116.597197-39.803053
潞西路,畅通,133,14.723813184701134,116.597197-39.803053|116.595641-39.803021
潞西路,畅通,91,10.074187968479723,116.595641-39.803021|116.594568-39.803037
潞西路,畅通,86,9.520661157024794,116.594568-39.803037|116.593565-39.803021
潞西路,畅通,59,6.531616375168173,116.593565-39.803021|116.592873-39.803026
潞西路,畅通,54,5.978089563713243,116.592873-39.803026|116.592331-39.803026|116.59224-39.803026
潞西路,畅通,49,5.424562752258312,116.59224-39.803026|116.591661-39.803026
潞西路,畅通,26,2.878339419565635,116.591661-39.803026|116.591495-39.803048|116.591361-39.803048
潞西路,畅通,87,9.63136651931578,116.591361-39.803048|116.590341-39.803042
潞西路,畅通,53,5.867384201422256,116.590341-39.803042|116.589719-39.803048
潞西路,畅通,43,4.760330578512397,116.589719-39.803048|116.589215-39.803048
潞西路,畅通,85,9.409955794733808,116.589215-39.803048|116.588222-39.803048
潞西路,畅通,100,11.070536229098597,116.588222-39.803048|116.587053-39.803042
潞西路,畅通,63,6.974437824332116,116.587053-39.803042|116.586913-39.803042|116.586307-39.803032
潞西路,畅通,92,10.18489333077071,116.586307-39.803032|116.585234-39.803026
潞西路,畅通,48,5.3138573899673265,116.585234-39.803026|116.584666-39.803021
潞西路,畅通,30,3.3211608687295793,116.584666-39.803021|116.584306-39.803026
潞西路,畅通,39,4.317509129348453,116.584306-39.803026|116.583845-39.803021